ts,gpu_util_pct,gpu_mem_used_mb,gpu_temp_c,gpu_power_w,gpu_fan_pct,host_load1
1778400137,,2.17
1778400138,,2.24
1778400139,,2.24
1778400140,,2.24
1778400141,,2.24
1778400142,,2.24
1778400143,,2.46
1778400144,,2.46
1778400146,,2.46
1778400147,,2.46
1778400148,,2.46
1778400149,,2.50
1778400150,,2.50
1778400151,,2.50
1778400152,,2.50
1778400153,,2.50
1778400154,,2.54
1778400155,,2.54
1778400156,,2.54
1778400157,,2.54
1778400158,,2.54
1778400159,,2.50
1778400160,,2.50
1778400161,,2.50
1778400162,,2.50
1778400163,,2.50
1778400164,,2.62
1778400165,,2.62
1778400166,,2.62
1778400167,,2.62
1778400168,,2.62
1778400169,,2.41
1778400170,,2.41
1778400171,,2.41
1778400172,,2.41
1778400173,,2.46
1778400174,,2.46
1778400175,,2.46
1778400176,,2.46
1778400177,,2.46
1778400178,,2.42
1778400179,,2.42
1778400180,,2.42
1778400181,,2.42
1778400182,,2.42
1778400183,,2.23
1778400184,,2.23
1778400185,,2.23
1778400186,,2.23
1778400187,,2.23
1778400188,,2.29
1778400189,,2.29
1778400190,,2.29
1778400191,,2.29
1778400193,,2.29
1778400194,,2.26
1778400195,,2.26
1778400196,,2.26
1778400197,,2.26
1778400198,,2.26
1778400199,,2.32
1778400200,,2.32
1778400201,,2.32
1778400202,,2.32
1778400203,,2.32
1778400204,,3.42
1778400205,,3.42
1778400206,,3.42
1778400207,,3.42
1778400208,,3.42
1778400209,,3.30
1778400210,,3.30
1778400211,,3.30
1778400212,,3.30
1778400213,,3.30
1778400214,,3.20
1778400215,,3.20
1778400216,,3.20
1778400217,,3.20
1778400218,,2.94
1778400219,,2.94
1778400220,,2.94
1778400221,,2.94
1778400222,,2.94
1778400223,,2.87
1778400224,,2.87
1778400225,,2.87
1778400226,,2.87
1778400227,,2.87
1778400228,,2.80
1778400229,,2.80
1778400230,,2.80
1778400231,,2.80
1778400232,,2.80
1778400234,,2.57
1778400235,,2.57
1778400236,,2.57
1778400237,,2.57
1778400238,,2.57
1778400239,,2.69
1778400240,,2.69
1778400241,,2.69
1778400242,,2.69
1778400243,,2.69
1778400244,,2.63
1778400245,,2.63
1778400246,,2.63
1778400247,,2.63
1778400248,,2.63
1778400249,,2.74
1778400250,,2.74
1778400251,,2.74
1778400252,,2.74
1778400253,,2.74
1778400254,,2.60
1778400255,,2.60
1778400256,,2.60
1778400257,,2.60
1778400258,,2.60
1778400259,,2.55
1778400260,,2.55
1778400261,,2.55
1778400262,,2.55
1778400263,,2.67
1778400264,,2.67
1778400265,,2.67
1778400266,,2.67
1778400267,,2.67
1778400268,,2.94
1778400269,,2.94
1778400270,,2.94
1778400272,,2.94
1778400273,,2.94
1778400274,,2.94
1778400275,,2.94
1778400276,,2.94
1778400277,,2.94
1778400278,,2.94
1778400279,,3.27
1778400280,,3.27
1778400281,,3.27
1778400282,,3.27
1778400283,,3.27
1778400284,,3.40
1778400285,,3.40
1778400286,,3.40
1778400287,,3.40
1778400288,,3.40
1778400289,,3.37
1778400290,,3.37
1778400291,,3.37
1778400292,,3.37
1778400293,,3.37
1778400294,,3.26
1778400295,,3.26
1778400296,,3.26
1778400297,,3.26
1778400298,,3.40
1778400299,,3.40
1778400300,,3.40
1778400301,,3.40
1778400302,,3.40
1778400303,,3.37
1778400304,,3.37
1778400305,,3.37
1778400306,,3.37
1778400307,,3.37
1778400309,,3.26
1778400310,,3.26
1778400311,,3.26
1778400312,,3.26
1778400313,,3.26
1778400314,,3.16
1778400315,,3.16
1778400316,,3.16
1778400317,,3.16
1778400318,,3.16
1778400319,,3.14
1778400320,,3.14
1778400321,,3.14
1778400322,,3.14
1778400323,,3.14
1778400324,,3.05
1778400325,,3.05
1778400326,,3.05
1778400327,,3.05
1778400328,,3.05
1778400329,,3.05
1778400330,,3.05
1778400331,,3.05
1778400332,,3.05
1778400333,,3.05
1778400334,,2.96
1778400335,,2.96
1778400336,,2.96
1778400337,,2.96
1778400338,,3.93
1778400339,,3.93
1778400340,,3.93
1778400341,,3.93
1778400342,,3.93
1778400343,,3.77
1778400344,,3.77
1778400345,,3.77
1778400346,,3.77
1778400347,,3.77
1778400348,,3.63
1778400350,,3.63
1778400351,,3.63
1778400352,,3.63
1778400353,,3.63
1778400354,,3.50
1778400355,,3.50
1778400356,,3.50
1778400357,,3.50
1778400358,,3.50
1778400359,,3.46
1778400360,,3.46
1778400361,,3.46
1778400362,,3.46
1778400363,,3.46
1778400364,,3.50
1778400365,,3.50
1778400366,,3.50
1778400367,,3.50
1778400368,,3.50
1778400369,,3.62
1778400370,,3.62
1778400371,,3.62
1778400372,,3.62
1778400373,,3.62
1778400374,,3.49
1778400375,,3.49
1778400376,,3.49
1778400377,,3.49
1778400378,,3.45
1778400379,,3.45
1778400380,,3.45
1778400381,,3.45
1778400382,,3.45
1778400383,,3.42
1778400384,,3.42
1778400385,,3.42
1778400387,,3.42
1778400388,,3.42
1778400389,,3.30
1778400390,,3.30
1778400391,,3.30
1778400392,,3.30
1778400393,,3.30
1778400394,,3.44
1778400395,,3.44
1778400396,,3.44
1778400397,,3.44
1778400398,,3.44
1778400399,,3.64
1778400400,,3.64
1778400401,,3.64
1778400402,,3.64
1778400403,,3.64
1778400404,,3.51
1778400405,,3.51
1778400406,,3.51
1778400407,,3.51
